,title,worktype,skill,url,formatted_address,country,latlng
2298,Meet- en Regeltechnieker - Oostende,Full-Time,"['Planning', 'Elektrische Installaties (Onderhoud)', 'Elektrische Installaties (Exploitatie En Onderhoud)', 'Regeltechniek', 'Onderhoud (Schilderwerk)']",https://www.oilandgasjobsearch.com/job/J3R4255VRB9RNXN1LJ8?ipath=CRJR2299,"Archimedesstraat 19, 8400 Oostende, Belgium",Belgium,"{'lat': 51.2117255, 'lng': 2.9429658}"
2299,Technicien de maintenance Sûreté - INDUSTRIE F/H,Full-Time,"['Ménagère', 'Sites', 'Chantier Naval', 'Base De Connaissances', 'Travaux', 'Stock']",https://www.oilandgasjobsearch.com/job/J3V2MZ604RTX0X68DRK?ipath=CRJR2300,"Île-de-France, France",France,"{'lat': 48.8499198, 'lng': 2.6370411}"
2300,Conducteur d'engins F/H,Full-Time,"['Personne Qualifiée', 'Formation', 'Bep', 'Matériels', 'Chantier Naval', 'Conduite Préventive']",https://www.oilandgasjobsearch.com/job/J3T6BP68CQTZ9HLZDLR?ipath=CRJR2301,"Auvergne-Rhône-Alpes, France",France,"{'lat': 45.4471431, 'lng': 4.385250699999999}"
2301,CONDUCTEUR DE TRAVAUX RESEAUX SOUTERRAINS F/H,Full-Time,"['Client De Messagerie', ""Responsable De La Sécurité Des Systèmes D'information"", 'Réunion', 'Personne Qualifiée', 'Mouvement Relations Humaines', 'Solutions Linux']",https://www.oilandgasjobsearch.com/job/J3R0G25ZGRSTC77K7WT?ipath=CRJR2302,"Auvergne-Rhône-Alpes, France",France,"{'lat': 45.4471431, 'lng': 4.385250699999999}"
2302,Technicien.ne Confirmé.e en Réseaux & Télécoms F/H,Full-Time,"['Formation', 'Ventes', 'Géométrie Différentielle', 'Aptitude', 'Blueprints', 'Apprentissage Expérientiel']",https://www.oilandgasjobsearch.com/job/J3M26Z6RQVX0M8YC9RB?ipath=CRJR2303,"33700 Mérignac, France",France,"{'lat': 44.8448769, 'lng': -0.656358}"
2303,Conducteur d'engins de travaux publics F/H,Full-Time,"['Travaux Souterrains (Conduite De Machines)', 'Travaux', 'Chantier Naval', 'Station Électrique', 'Chargement', 'Santé Et Sécurité']",https://www.oilandgasjobsearch.com/job/J3P7CV60C79GZVZ5ZTW?ipath=CRJR2304,"2 Impasse Henri Barbusse, 38120 Saint-Egrève, France",France,"{'lat': 45.2333084, 'lng': 5.666214500000001}"
2304,Technicien CVC F/H,Full-Time,"['Autosuffisance', 'Brevet De Technicien Supérieur', 'Thermique', 'Ménagère', 'Maintenance', 'Formation']",https://www.oilandgasjobsearch.com/job/J3M84F6VX981YWVXKNH?ipath=CRJR2305,"Île-de-France, France",France,"{'lat': 48.8499198, 'lng': 2.6370411}"
2305,Monteur Verwarming - HVAC,Full-Time,"['Montage (Tv Producties)', 'Montage', 'Lassen', 'Lassen (Ammoniakkoeling)', 'Tig Lassen (Wolfram/Inert Gas)']",https://www.oilandgasjobsearch.com/job/J3S5CG6DCN3X5NMWGV8?ipath=CRJR2306,"2300 Turnhout, Belgium",Belgium,"{'lat': 51.3216509, 'lng': 4.9375578}"
2306,CAD Designer,Full-Time,"['Computer Aided Design', 'Engineering Design Process', 'Autocad', 'Dimensioning', 'Structural Engineering', 'Engineer In Training']",https://www.oilandgasjobsearch.com/job/J3Q1BH776WVH5TYPD7W?ipath=CRJR2307,"Leuven, Belgium",Belgium,"{'lat': 50.8798438, 'lng': 4.7005176}"
2307,Monteur Eclairage Public Feux tricolores H/F,Full-Time,"['Personne Qualifiée', 'Listes De Contrôle', 'Pose (Peinture/Sculpture)', 'Éclairage (Décoration)', 'Électrotechnique', 'Formation']",https://www.oilandgasjobsearch.com/job/J3S0TZ6HPPNHBVWP0WH?ipath=CRJR2308,"Lyon, France",France,"{'lat': 45.764043, 'lng': 4.835659}"
2308,Project Manager,Full-Time,['Inkopen'],https://www.oilandgasjobsearch.com/job/J3N7NJ6HDVV2JYP0N2T?ipath=CRJR2309,"Antwerp, Belgium",Belgium,"{'lat': 51.2194475, 'lng': 4.4024643}"
2309,Electricien - INDUSTRIE F/H,Full-Time,"['Brevet De Technicien Supérieur', 'Automobile', 'Électrotechnique', 'Sites', 'Formation', 'Bep']",https://www.oilandgasjobsearch.com/job/J3N0V66X6P28QP3FYGT?ipath=CRJR2310,"Normandy, France",France,"{'lat': 48.87987039999999, 'lng': 0.1712529}"
2310,Technicien bureau d'études F/H,Full-Time,"['Conceptual Design', 'Réalisation', 'Travaux De Bureau', 'Domaine (Microsoft)', 'Apprentissage Expérientiel', 'Génie Électrique']",https://www.oilandgasjobsearch.com/job/J3Q59Z74LSP3FMWC0VH?ipath=CRJR2311,"Normandy, France",France,"{'lat': 48.87987039999999, 'lng': 0.1712529}"
2311,Monteur réseaux électriques F/H,Full-Time,"['Tension', 'Autosuffisance', 'Pose (Peinture/Sculpture)', 'Réseaux Électriques', 'Domaine (Microsoft)', 'Vente Au Détail']",https://www.oilandgasjobsearch.com/job/J3S4S16R0RCZY2YJ5R5?ipath=CRJR2312,"La Haye-du-Puits, 50250 La Haye, France",France,"{'lat': 49.290954, 'lng': -1.545299}"
2312,Ingénieur méthodes - INDUSTRIE F/H,Full-Time,"['Méthodologies De Recherche', 'Outils', 'Gestion', 'Formation', 'Autosuffisance', 'Ingénierie']",https://www.oilandgasjobsearch.com/job/J3M6XH615QPXV8N6YPP?ipath=CRJR2313,"Île-de-France, France",France,"{'lat': 48.8499198, 'lng': 2.6370411}"
2313,Responsable d'affaires Tuyauterie F/H,Full-Time,"['Formation', 'Ingénieur', 'Commerce', 'Swot', 'Autosuffisance', 'Travail']",https://www.oilandgasjobsearch.com/job/J3R4HF6BTLHWQ6Y2409?ipath=CRJR2314,"Bourgogne-Franche-Comté, France",France,"{'lat': 47.2805127, 'lng': 4.9994372}"
2314,Automaticien F/H,Full-Time,"['Anglais', 'Formation', 'Bon De Commande', 'Base De Connaissances', 'Culture Générale', 'Solutions Linux']",https://www.oilandgasjobsearch.com/job/J3V4JB74V0LGYKTP2GH?ipath=CRJR2315,"Normandy, France",France,"{'lat': 48.87987039999999, 'lng': 0.1712529}"
2315,Chef d'équipe electricien industriel - INDUSTRIE F/H,Full-Time,"['Brevet De Technicien Supérieur', 'Électrotechnique', 'Chantier Naval', 'Sites', 'Formation', 'Engagement Des Parties Prenantes']",https://www.oilandgasjobsearch.com/job/J3N4LN5X8CC6R4XST4T?ipath=CRJR2316,"Normandy, France",France,"{'lat': 48.87987039999999, 'lng': 0.1712529}"
2316,Technicien bureau d'études F/H,Full-Time,"['Réalisation', 'Formation', 'Projet (Chaudière)', 'Qualité (Business)', 'Gestion Des Dossiers', 'Autosuffisance']",https://www.oilandgasjobsearch.com/job/J3M6SZ6F9W9DVL6FDX1?ipath=CRJR2317,"34500 Béziers, France",France,"{'lat': 43.344233, 'lng': 3.215795}"
2317,INGENIEUR COMMERCIAL F/H,Full-Time,"['Client De Messagerie', 'Commerce (Extensible Markup Language Cxml)', 'Ingénieur', 'Informatique', 'Apprentissage Expérientiel', 'Santé']",https://www.oilandgasjobsearch.com/job/J3M5PB5YY90WQDS4GJG?ipath=CRJR2318,"92210 Saint-Cloud, France",France,"{'lat': 48.84764699999999, 'lng': 2.208115}"
2318,Technicien de maintenance CHAUFFAGISTE F/H,Full-Time,"['Client De Messagerie', 'Personne Qualifiée', 'Appel', ""Systèmes Informatisés De Gestion De L'entretien"", 'Chauffage Et Refroidissement', 'Remise']",https://www.oilandgasjobsearch.com/job/J3R3TC6V209M0GXPR2M?ipath=CRJR2319,"Normandy, France",France,"{'lat': 48.87987039999999, 'lng': 0.1712529}"
2319,Facility Coordinator F/H,Full-Time,"['Planning', 'Kwaliteit (Verantwoordelijk Voor)', 'Onderhoud (Schilderwerk)']",https://www.oilandgasjobsearch.com/job/J3N3CB6RD6LVXD2LGS8?ipath=CRJR2320,"Brussels, Belgium",Belgium,"{'lat': 50.8503396, 'lng': 4.3517103}"
2320,Technicien bureau d'études en électricité - Brest - CDI F/H,Full-Time,"['Travaux De Bureau', 'Esprit (Logiciel De Sauvegarde)', 'Réalisation', 'Prix', 'Formation', 'Projet (Chaudière)']",https://www.oilandgasjobsearch.com/job/J3P1W25XW0KXQ16ZQX7?ipath=CRJR2321,"Brest, France",France,"{'lat': 48.390394, 'lng': -4.486076}"
2321,Meewerkend Voorman,Full-Time,"['Kwaliteit (Verantwoordelijk Voor)', 'Frans (Taalonderricht)']",https://www.oilandgasjobsearch.com/job/J3V048785KX3YMLJJR0?ipath=CRJR2322,"Baarbeek 8, 2070 Zwijndrecht, Belgium",Belgium,"{'lat': 51.21439900000001, 'lng': 4.344193}"
2322,Koeltechnieker M/V,Full-Time,"['Planning', 'Onderhoud (Schilderwerk)']",https://www.oilandgasjobsearch.com/job/J3V14N62L0YT8TND1ZR?ipath=CRJR2323,"Ghent, Belgium",Belgium,"{'lat': 51.0543422, 'lng': 3.7174243}"
2323,Ingénieur.e Réseaux & Sécurité F/H,Full-Time,"['Formation', ""Formation D'ingénieurs En France"", 'Gestion', 'Travail', 'Outils', 'Réalisation']",https://www.oilandgasjobsearch.com/job/J3M4PK6J3B8MFTJLHNG?ipath=CRJR2324,"44800 Saint-Herblain, France",France,"{'lat': 47.210335, 'lng': -1.651444}"
2324,Responsable d'Affaires en Robinetterie & Instrumentation F/H,Full-Time,"['Formation', 'Ingénieur', 'Qualité (Business)', 'Commerce', 'Énergie Nucléaire', 'Mécanique']",https://www.oilandgasjobsearch.com/job/J3Q1QH72KHYJZWWKB9P?ipath=CRJR2325,"Auvergne-Rhône-Alpes, France",France,"{'lat': 45.4471431, 'lng': 4.385250699999999}"
2325,Responsable administratif et financier débutant F/H,Full-Time,"['Principes Comptables Généralement Reconnus', 'Gestion Des Dossiers', 'Formation', 'Ressources Humaines', 'Comptabilité', 'Entreprise']",https://www.oilandgasjobsearch.com/job/J3V6DF6KGRVV6KLB3W9?ipath=CRJR2326,"Auvergne-Rhône-Alpes, France",France,"{'lat': 45.4471431, 'lng': 4.385250699999999}"
2326,Responsable administratif et financier débutant F/H,Full-Time,"['Principes Comptables Généralement Reconnus', 'Gestion Des Dossiers', 'Formation', 'Ressources Humaines', 'Entreprise', 'Comptabilité']",https://www.oilandgasjobsearch.com/job/J3P60X5ZF2TW50NL8MP?ipath=CRJR2327,"Auvergne-Rhône-Alpes, France",France,"{'lat': 45.4471431, 'lng': 4.385250699999999}"
2327,Stagiaire Responsable administratif et financier F/H,Full-Time,"['Bilan', 'Licences', 'Suivi (Commercial Airline Flight)', 'Mission', 'Station Électrique', 'Financement']",https://www.oilandgasjobsearch.com/job/J3S0N07340DL3F4MMC1?ipath=CRJR2328,"55000 Les Hauts-de-Chée, France",France,"{'lat': 48.8650549, 'lng': 5.170403599999999}"
2328,Responsable administratif et financier junior F/H,Full-Time,"['Personne Qualifiée', 'Bilan', 'Autosuffisance', 'Suivi (Commercial Airline Flight)', 'Master En Comptabilité Contrôle Audit', 'Réactivité']",https://www.oilandgasjobsearch.com/job/J3M5DZ61N5FKGK4ZVHR?ipath=CRJR2329,"Grand Est, France",France,"{'lat': 48.699803, 'lng': 6.1878074}"
2329,Chef d'équipe réseaux aériens F/H,Full-Time,"['Chantier Naval', 'Pose (Peinture/Sculpture)', 'Générateurs Électriques', 'Travaux De Bureau', 'Adaptateurs', 'Blue Printing']",https://www.oilandgasjobsearch.com/job/J3T28Z62YV7ZLYK87YR?ipath=CRJR2330,"56300 Pontivy, France",France,"{'lat': 48.066152, 'lng': -2.967056}"
2330,Technicien frigoriste maintenance F/H,Full-Time,"['Autosuffisance', 'Contrat', 'Station Électrique', 'Brevet De Technicien Supérieur', 'Ménagère', 'Esprit (Logiciel De Sauvegarde)']",https://www.oilandgasjobsearch.com/job/J3R2326T0MLHBZQV7QW?ipath=CRJR2331,"Grand Est, France",France,"{'lat': 48.699803, 'lng': 6.1878074}"
2331,Technicien de maintenance F/H,Full-Time,"['Management', 'Client De Messagerie', 'Mission', 'Maintenance Préventive', 'Réalisation', 'Construire (Game Engine)']",https://www.oilandgasjobsearch.com/job/J3M3WY65L3GRGMQWDS8?ipath=CRJR2332,"86100 Châtellerault, France",France,"{'lat': 46.816487, 'lng': 0.548146}"
2332,Technicien de maintenance F/H,Full-Time,"['Management', 'Client De Messagerie', 'Mission', 'Maintenance Préventive', 'Réalisation', 'Construire (Game Engine)']",https://www.oilandgasjobsearch.com/job/J3N1QB5Z28K8RM3Q1HQ?ipath=CRJR2333,"41100 Vendôme, France",France,"{'lat': 47.792551, 'lng': 1.065343}"
2333,Technicien frigoriste travaux F/H,Full-Time,"['Ménagère', 'Brevet De Technicien Supérieur', 'Autosuffisance', 'Travaux', 'Station Électrique', 'Issu']",https://www.oilandgasjobsearch.com/job/J3Q3VF71S0X3VF32RT8?ipath=CRJR2334,"Grand Est, France",France,"{'lat': 48.699803, 'lng': 6.1878074}"
2334,Responsable d'Affaires CVC Grands Projets F/H,Full-Time,"['Projet (Chaudière)', 'Prévision', 'Station Électrique', 'Génie Climatique', 'Suivi (Commercial Airline Flight)', 'Culture (Agriculture)']",https://www.oilandgasjobsearch.com/job/J3N5026C9RJFZJV59ZW?ipath=CRJR2335,"Grand Est, France",France,"{'lat': 48.699803, 'lng': 6.1878074}"
2335,Responsable administratif et financier junior F/H,Full-Time,"['Autosuffisance', 'Réactivité', 'Sap', 'Commerce (Extensible Markup Language Cxml)', 'Gestion', 'Apprentissage Expérientiel']",https://www.oilandgasjobsearch.com/job/J3V59J6Q1YV6WY1ZBF2?ipath=CRJR2336,"Paris, France",France,"{'lat': 48.856614, 'lng': 2.3522219}"
2336,Technicien frigoriste génie climatique F/H,Full-Time,"['Génie Climatique', 'Printed Circuit Board', ""Systèmes Informatisés De Gestion De L'entretien"", 'Détecteur', 'Management', 'Vente Au Détail']",https://www.oilandgasjobsearch.com/job/J3P285677TVPTGFHNP1?ipath=CRJR2337,"Grand Est, France",France,"{'lat': 48.699803, 'lng': 6.1878074}"
2337,HVAC Technieker M/V,Full-Time,"['Planning', 'Onderhoud (Schilderwerk)']",https://www.oilandgasjobsearch.com/job/J3V1W079P3Z9XCZ84G6?ipath=CRJR2338,"Anzegemseweg 28, 8790 Waregem, Belgium",Belgium,"{'lat': 50.8660068, 'lng': 3.4450101}"
2338,Responsable administratif et financier junior F/H,Full-Time,"['Autosuffisance', 'Réactivité', 'Sap', 'Commerce (Extensible Markup Language Cxml)', 'Gestion', 'Apprentissage Expérientiel']",https://www.oilandgasjobsearch.com/job/J3N2GT5ZZGMGRGQJC1K?ipath=CRJR2339,"Paris, France",France,"{'lat': 48.856614, 'lng': 2.3522219}"
2339,Responsable administratif et financier junior F/H,Full-Time,"['Autosuffisance', 'Réactivité', 'Sap', 'Commerce (Extensible Markup Language Cxml)', 'Gestion', 'Apprentissage Expérientiel']",https://www.oilandgasjobsearch.com/job/J3M5L06DXVYTBBVV6S4?ipath=CRJR2340,"Paris, France",France,"{'lat': 48.856614, 'lng': 2.3522219}"
2340,Responsable administratif et financier junior F/H,Full-Time,"['Autosuffisance', 'Réactivité', 'Sap', 'Commerce (Extensible Markup Language Cxml)', 'Gestion', 'Apprentissage Expérientiel']",https://www.oilandgasjobsearch.com/job/J3V0RY705239097F0RS?ipath=CRJR2341,"Paris, France",France,"{'lat': 48.856614, 'lng': 2.3522219}"
2341,HVAC Technician M/V,Full-Time,"['Planning', 'Onderhoud (Schilderwerk)']",https://www.oilandgasjobsearch.com/job/J3M16S63XL5G7NSFRBJ?ipath=CRJR2342,"Brussels, Belgium",Belgium,"{'lat': 50.8503396, 'lng': 4.3517103}"
2342,Responsable bureau d'études Automatisme F/H,Full-Time,"['Formation', 'Base De Connaissances', 'Projet (Chaudière)', 'Maintenance', 'Rapport', 'Instrumentation']",https://www.oilandgasjobsearch.com/job/J3N5MX6M8M7HRJQZFVK?ipath=CRJR2343,"Pardies, France",France,"{'lat': 43.36779, 'lng': -0.5862269999999999}"
2343,HVAC Technieker M/V,Full-Time,"['Planning', 'Onderhoud (Schilderwerk)']",https://www.oilandgasjobsearch.com/job/J3V55Y6HQTPL7YWCNNQ?ipath=CRJR2344,"Hogenakkerhoekstraat 10, 9150 Kruibeke, Belgium",Belgium,"{'lat': 51.1954935, 'lng': 4.3183339}"
2344,Responsable d'affaires F/H,Full-Time,"['Gestion', 'Station Électrique', 'Domaine (Microsoft)', 'Esprit (Logiciel De Sauvegarde)', 'Qualité (Business)', 'Formation']",https://www.oilandgasjobsearch.com/job/J3P7Q2796XW7WSSNVHP?ipath=CRJR2345,"Kansas City, MO, USA",USA,"{'lat': 39.0997265, 'lng': -94.5785667}"
2345,Koeltechnieker - Antwerpen M/V,Full-Time,"['Planning', 'Onderhoud (Schilderwerk)']",https://www.oilandgasjobsearch.com/job/J3P3756VKYLVB4RPX9M?ipath=CRJR2346,"Hogenakkerhoekstraat 10, 9150 Kruibeke, Belgium",Belgium,"{'lat': 51.1954935, 'lng': 4.3183339}"
2346,Brandertechnieker - Kempen M/V,Full-Time,"['Planning', 'Onderhoud (Schilderwerk)']",https://www.oilandgasjobsearch.com/job/J3N89J5ZHVYBN1NVXXK?ipath=CRJR2347,"2440 Geel, Belgium",Belgium,"{'lat': 51.16257, 'lng': 4.990839999999999}"
2347,Vérificateur Protection incendie F/H,Full-Time,"['Générateurs Électriques', 'Autosuffisance', 'Formation', 'Qualité (Business)', 'Tuyau', 'Brevet De Technicien Supérieur']",https://www.oilandgasjobsearch.com/job/J3M2XC74ZRKLSJY18WP?ipath=CRJR2348,"Occitanie, France",France,"{'lat': 43.8927232, 'lng': 3.2827625}"
2348,Financial Controller M/V,Full-Time,"['Frans (Taalonderricht)', 'Engels (Taalonderricht)', 'Boekhouding']",https://www.oilandgasjobsearch.com/job/J3S2MV6H7VJFVKM1YMK?ipath=CRJR2349,"Ghent, Belgium",Belgium,"{'lat': 51.0543422, 'lng': 3.7174243}"
2349,Project Manager HVAC,Full-Time,"['Planning', 'Kwaliteit (Verantwoordelijk Voor)', 'Frans (Taalonderricht)']",https://www.oilandgasjobsearch.com/job/J3Q1N76XVTTGB1NF4YP?ipath=CRJR2350,"2300 Turnhout, Belgium",Belgium,"{'lat': 51.3216509, 'lng': 4.9375578}"
2350,Voorman / Supervisor,Full-Time,['Planning'],https://www.oilandgasjobsearch.com/job/J3Q6WZ634ZHVCJMPH44?ipath=CRJR2351,"Sint-Niklaas, Belgium",Belgium,"{'lat': 51.1558839, 'lng': 4.154440999999999}"
2351,Monteurs de Réseaux Electriques H/F F/H,Full-Time,"['Tension', 'Autosuffisance', 'Pose (Peinture/Sculpture)', 'Réseaux Électriques', 'Domaine (Microsoft)', 'Vente Au Détail']",https://www.oilandgasjobsearch.com/job/J3W3NJ6HFQRR26TYV0S?ipath=CRJR2352,"50300 Avranches, France",France,"{'lat': 48.686843, 'lng': -1.36166}"
2352,Expert Communications Unifiées Alcatel-Lucent Enterprise F/H,Full-Time,"['Esprit (Logiciel De Sauvegarde)', 'Station Électrique', 'Technologie (Enseignement)', 'Apprentissage Expérientiel', 'Réseaux (Surveillance)', 'Réalisation']",https://www.oilandgasjobsearch.com/job/J3N0MV6CKFXGQ9F5V0Q?ipath=CRJR2353,"92000 Nanterre, France",France,"{'lat': 48.892423, 'lng': 2.215331}"
2353,Technicien système de conduite numérique F/H,Full-Time,"['Autosuffisance', 'Base De Connaissances', 'Programmation (Ordinateurs Mac)', 'Apprentissage Expérientiel', 'Issu', 'Domaine (Microsoft)']",https://www.oilandgasjobsearch.com/job/J3R3SP6NC04SQ5WRJ3V?ipath=CRJR2354,"Pays de la Loire, France",France,"{'lat': 47.7632836, 'lng': -0.3299687}"
2354,Responsable d'affaires ICT F/H,Full-Time,"['Solutions Linux', 'Mission', 'Ventes', 'Informatique', 'Entreprise', 'Commerce']",https://www.oilandgasjobsearch.com/job/J3N0CF6JR3WDQBHR98F?ipath=CRJR2355,"92000 Nanterre, France",France,"{'lat': 48.892423, 'lng': 2.215331}"
2355,Metteur au point - Export F/H,Full-Time,"['Hydraulique', 'Biochimiques Dosages', 'Autosuffisance', 'Bac', 'Programmation (Ordinateurs Mac)', 'Actions Correctives Et Préventives']",https://www.oilandgasjobsearch.com/job/J3V8GF6NBVNT73BTRVF?ipath=CRJR2356,"Normandy, France",France,"{'lat': 48.87987039999999, 'lng': 0.1712529}"
2356,Automaticien F/H,Full-Time,"['Brevet De Technicien Supérieur', 'Formation', 'Culture (Agriculture)', 'Proactif', 'Automation', 'Cadre (Entreprise)']",https://www.oilandgasjobsearch.com/job/J3N6Y263Z7YTXY6SKD1?ipath=CRJR2357,"Occitanie, France",France,"{'lat': 43.8927232, 'lng': 3.2827625}"
2357,Juriste droit des affaires F/H,Full-Time,"['Formation', 'Proposition (Business)', 'Management', 'Anglais', 'Droit', 'Client De Messagerie']",https://www.oilandgasjobsearch.com/job/J3T0KS73M8TJHWRB39Z?ipath=CRJR2358,"Île-de-France, France",France,"{'lat': 48.8499198, 'lng': 2.6370411}"
2358,Monteur frigoriste expérimenté F/H,Full-Time,"['Chantier Naval', 'Ventilation', 'Cvc', 'Travaux', 'Assembler (Langage De Programmation)', 'Ménagère']",https://www.oilandgasjobsearch.com/job/J3N0W26L4MG62YYWHHF?ipath=CRJR2359,"Normandy, France",France,"{'lat': 48.87987039999999, 'lng': 0.1712529}"
2359,Ingénieur Avant-Vente F/H,Full-Time,"['Formation', 'Travail', 'Ingénieur', 'Cadre (Entreprise)', 'Offre Publique', 'Analyse Du Cycle De Vie']",https://www.oilandgasjobsearch.com/job/J3Q8F6620NDXW16B1RG?ipath=CRJR2360,"92000 Nanterre, France",France,"{'lat': 48.892423, 'lng': 2.215331}"
2360,Teamleader Elektricien,Full-Time,"['Kwaliteit (Verantwoordelijk Voor)', 'Netwerken (Bewaking)']",https://www.oilandgasjobsearch.com/job/J3R0TV79T471ZC24NZV?ipath=CRJR2361,"Brussels, Belgium",Belgium,"{'lat': 50.8503396, 'lng': 4.3517103}"
2361,Chef de chantier électricité F/H,Full-Time,"['Formation', 'Travaux', 'Station Électrique', 'Domaine (Microsoft)', 'Réalisation', 'Chantier Naval']",https://www.oilandgasjobsearch.com/job/J3S4TB718XX383D960K?ipath=CRJR2362,"Auvergne-Rhône-Alpes, France",France,"{'lat': 45.4471431, 'lng': 4.385250699999999}"
2362,Chargé(e) de développement Commercial F/H,Full-Time,"['Client De Messagerie', ""Responsable De La Sécurité Des Systèmes D'information"", 'Prédiction', 'Autosuffisance', 'Agriculture', 'Portefeuille']",https://www.oilandgasjobsearch.com/job/J3M2CY673ZRZLBDWJZZ?ipath=CRJR2363,"Île-de-France, France",France,"{'lat': 48.8499198, 'lng': 2.6370411}"
2363,Responsable chantier génie civil F/H,Full-Time,"['Chantier Naval', 'Issu', 'Délai', 'Travail', 'Station Électrique', 'Qualité (Business)']",https://www.oilandgasjobsearch.com/job/J3P1326Z0N3XXFKTYZ7?ipath=CRJR2364,"Granville, France",France,"{'lat': 48.837579, 'lng': -1.597302}"
