,title,employer,location,worktype,skill
2189,"Fachplaner Versorgungs-, Sprinkler- und Feuerlöschtechnik",OILANDGAS,"Rosenheim, Bayern",Full-Time,"['Personalbeschaffung', 'Planung (Ausbildung)', 'Berufliche Grundbildung', 'Haushalt']"
2190,Planungsingenieur Automatisierungstechnik,OILANDGAS,"Berlin, Berlin",Full-Time,"['Dokumentation (Prozessindustrie)', 'Aftersales', 'Ms Office', 'Auswertung (Informatik)', 'Aufnahme']"
2191,Architekt / Bauingenieur Hochbau,OILANDGAS,"Aachen, Nordrhein-Westfalen",Full-Time,"['Architektur', 'Bau', 'Sprechen', 'Architectural Engineering', 'Entwurf (Boiler)', 'Planung (Ausbildung)']"
2192,Programmierer Gebäudeautomation/MSR-Technik,OILANDGAS,"Rosenheim, Bayern",Full-Time,"['Professional Development', 'Elektro', 'Werkzeuge Zur Programmierung', 'Netzwerktechnik', 'Automatisierungstechnik (Unterricht)', 'Command Controls']"
2193,Anlagenmechaniker für Wasser-Löschanlagen,OILANDGAS,"Rosenheim, Bayern",Full-Time,"['Dokumentation (Prozessindustrie)', 'Montage (Filmproduktion)', 'B (Programming Language)', 'Materialien', 'Professional Development', 'Klasse']"
2194,Bauingenieur konstruktiver Wasserbau,OILANDGAS,"Berlin, Berlin",Full-Time,"['Zusammenarbeit', 'Bauingenieurwesen', 'Berechnungen', 'Konstruktiver Ingenieurbau', 'Bemessung (Ingenieurwesen)', 'Hydraulik']"
2195,Projektleiter TGA,OILANDGAS,"Rosenheim, Bayern",Full-Time,"['Electronic Medical Record', 'Nursing', 'Nursing Care', 'Basic Life Support', 'Certified Nursing Assistant', 'Diseases And Disorders']"
2196,Leiter Service im Bereich Mittelspannung,OILANDGAS,"Berlin, Berlin",Full-Time,"['Analyse', 'Behebung', 'Wartung (Medizinisch Technische Ger� Te)', 'Entwicklung (Fotografie)']"
2197,Genehmigungsplaner für Netzausbau- und Infrastrukturprojekte,OILANDGAS,"Dresden, Sachsen",Full-Time,"['Interner Zinsfu��', 'Rechtswissenschaften', 'Feldforschung', 'Begleitung', 'Feilschen', 'Personalbeschaffung']"
2198,Techniker Auftragsvorbereitung,OILANDGAS,"Duisburg, Nordrhein-Westfalen",Full-Time,"['Professional Development', 'Auftragsbearbeitung', 'Maschinenbau', 'Angebote', 'Erlebnisp� Dagogik', 'Technischer Zeichner']"
2199,Bauleiter Elektrotechnik für technische Gebäudeausrüstung,OILANDGAS,"Berlin, Berlin",Full-Time,"['Dokumentation (Prozessindustrie)', 'Aftersales', 'Zusammenarbeit', 'Professional Development', 'Ms Project', 'Humanressourcen']"
2200,(Fach-) Informatiker als Anwendungsentwickler,OILANDGAS,"Aachen, Nordrhein-Westfalen",Full-Time,"['Interner Zinsfu��', 'Professional Development', 'Pferdepflege', 'Werkzeuge Zur Programmierung', 'Analyse', 'Erlebnisp� Dagogik']"
2201,Servicetechniker,OILANDGAS,"Augsburg, Bayern",Full-Time,"['Erwachsenenbildung', 'Instandsetzung', 'Professional Development', 'Maschinenbau', 'Internet', 'Organisationsstruktur']"
2202,Bauingenieur / Elektroingenieur Mobilfunkplanung,OILANDGAS,"Rosenheim, Bayern",Full-Time,"['Projektbewertungen', 'Differentialgeometrie', 'Resource Planning', 'B (Programming Language)', 'Klasse', 'Aftersales']"
2203,QHSE Supervisor,OILANDGAS,"Georgetown, East Berbice-Corentyne",Full-Time,"['Iso 14000 Standard', 'Ohsas 18001 Standard', 'Oil And Gas', 'Management Systems', 'Application Programming Interface', 'Oil And Gas']"
2204,Projektleiter Hochspannung für Großprojekte,OILANDGAS,"Berlin, Berlin",Full-Time,"['Aftersales', 'Projektmanagement', 'Vor', 'Centroid', 'Personalbeschaffung', 'Praktikum']"
2205,Coordenador de Supply Chain,OILANDGAS,"Sorocaba, São Paulo",Full-Time,"['Procurement', 'Management', 'Operations', 'Purchasing', 'Operations Management', 'Process Improvements (Business)']"
2206,Kalkulator Heizung/Lüftung/Sanitär Technische Gebäudeausrüstung,OILANDGAS,"Rosenheim, Bayern",Full-Time,"['Tracking Systems (Geolocation)', 'Zusammenarbeit', 'Heizen Und K� Hlen', 'Bau', 'Professional Development', 'Beurteilung Eines Klassifikators']"
2207,Territory Sales Representative - Isolation Valves - Adelaide,OILANDGAS,"Adelaide, South Australia",Full-Time,"['Scheduling', 'Sales Territory', 'Business To Business', 'Research', 'Sales', 'Marketing']"
2208,Territory Sales Representative - Isolation Valves - Townsville,OILANDGAS,"Brisbane, Queensland",Full-Time,"['Scheduling', 'Sales Territory', 'Business To Business', 'Research', 'Marketing', 'Financial Statements']"
2209,"Health & Safety Specialist - Amsterdam, Netherlands",OILANDGAS,"Amsterdam, Noord-Holland",Contractor,"['Risk Analysis', 'Documentation']"
2210,Commissioning Engineer - Hybrid Drilling,OILANDGAS,Singapore,Contractor,"['Computer Control Systems', 'Commissioning', 'Storage (Warehousing)', 'Voltage', 'Capacitors', 'Maintenance']"
2211,Civil Engineer,Janikin Rooke,FRANCE,Contractor,"['Project Management', 'Subcontracting', 'Engineering Design Process', 'Engineering', 'Layouts']"
2212,ICS Commissioning Engineer,Janikin Rooke,Turaif City,Contractor,"['Dcs File Format', 'Project Commissioning']"
2213,High Voltage Team Lead,OILANDGAS,"Arnhem, Gelderland",Full-Time,"['Self Motivation', 'Passionate', 'Coaching And Mentoring', 'Electrical Substation', 'Success Driven', 'High Voltage']"
2214,Designer - C&I,OILANDGAS,"Middlesbrough, Stockton-on-Tees",Contractor,"['Microsoft Excel', 'Engineering', 'Auto Cad', 'Microsoft Office']"
2215,"Specialist, HSE",Abu Dhabi,Full-Time,,"['Risk Analysis', 'Project Management', 'Loss Prevention', 'Safety Engineering', 'Information Technology', 'Engineering']"
2216,"Specialist, Contracts",Abu Dhabi,Full-Time,,"['Cataloguing', 'Commercial Management', 'Oil And Gas', 'Oil Painting', 'Oil And Gas', 'Management']"
2217,Senior Geophysicist (Interpretation),Abu Dhabi,Full-Time,,"['Sciences', 'Oil And Gas', 'Oil Painting', 'Reservoir Modeling', 'Oil And Gas', 'Seismology']"
2218,Consultant/Snr Consultant - Natural Capital Approaches,OILANDGAS,"Leeds, United Kingdom Countrywide",Full-Time,"['Environment Agency', 'Management', 'Biodiversity', 'Attention To Detail', 'Team Working', 'Environmental Protection']"
2219,Principal Ecologist,OILANDGAS,"Birmingham, United Kingdom Countrywide",Full-Time,"['Management', 'Project Management', 'Coaching And Mentoring', 'Mentorship', 'Ecology', 'Information Security']"
2220,Principal Designer,OILANDGAS,"Altrincham, Birmingham or Cambridge",Full-Time,"['Leadership', 'Communication', 'Assertive', 'Passionate', 'Management', 'Civil Engineering']"
2221,Chargé.e Bureau d'Etudes F/H,OILANDGAS,"Les Pennes-Mirabeau, Provence-Alpes-Côte-d'Azur",Full-Time,"['Esprit (Logiciel De Sauvegarde)', 'Qualité (Business)', 'Proposition (Business)', 'Gestion', 'Liens', 'Projet (Chaudière)']"
2222,Planning Manager,OILANDGAS,"Rosemont, Illinois",Full-Time,"['Sales', 'Marketing', 'Forecasting', 'Supply Chain Management', 'Customer Service', 'Inventory Turnover']"
2223,Technicien de maintenance CVC F/H,OILANDGAS,"Limoges, Limousin",Full-Time,"['Formation', 'Autosuffisance', 'Cvc', 'Chauffage Et Refroidissement', 'Maintenance Préventive', 'Ménagère']"
2224,"Ingenieur Heizungs-, Lüftungs- und Sanitärtechnik",OILANDGAS,Baden-Württemberg,Full-Time,"['Aftersales', 'Planung (Ausbildung)']"
2225,Bauingenieur Hochbau Stahlbau,OILANDGAS,"Villingen-Schwenningen, Baden-Württemberg",Full-Time,"['Berechnungen', 'Deutsch (Sprachunterricht)', 'Englisch (Sprachunterricht)', 'Aluminium', 'Erlebnisp� Dagogik', 'Volkswirtschaftslehre']"
2226,Project Manager - Foundations,OILANDGAS,"Guelph, Wellington, Ontario",Full-Time,"['Product Quality Assurance', 'Scheduling', 'Sales', 'Project Scoping', 'Microsoft Power Point', 'Software Quality Assurance (Sqa)']"
2227,"Ingenieur Heizungs-, Lüftungs- und Sanitärtechnik",OILANDGAS,"Villingen-Schwenningen, Baden-Württemberg",Full-Time,"['Aftersales', 'Planung (Ausbildung)']"
2228,Associate HVAC/R Mechanical Technician (3 Positions Available),OILANDGAS,"Sidney, Ohio",Full-Time,"['Prototype (Manufacturing)', 'Troubleshooting (Problem Solving)', 'Communication', 'Testing', 'Complex Problem Solving', 'Computer Literacy']"
2229,Konstrukteur Schiffbau,OILANDGAS,"Lemwerder, Niedersachsen",Full-Time,"['Schiffbau', 'Special Purpose Entity', 'Pferdepflege', 'Konstruktion (Funktechnik)', 'Fertigung (Elektrisch/Telefon)', 'Deutsch (Sprachunterricht)']"
2230,"Fachplaner Versorgungs-, Sprinkler- und Feuerlöschtechnik",OILANDGAS,Bayern,Full-Time,"['Personalbeschaffung', 'Planung (Ausbildung)', 'Berufliche Grundbildung', 'Haushalt']"
2231,Kalkulator Heizung/Lüftung/Sanitär Technische Gebäudeausrüstung,OILANDGAS,Bayern,Full-Time,"['Tracking Systems (Geolocation)', 'Zusammenarbeit', 'Heizen Und K� Hlen', 'Bau', 'Professional Development', 'Beurteilung Eines Klassifikators']"
2232,Bauingenieur / Elektroingenieur Mobilfunkplanung,OILANDGAS,Bayern,Full-Time,"['Projektbewertungen', 'Differentialgeometrie', 'Resource Planning', 'B (Programming Language)', 'Klasse', 'Aftersales']"
2233,Programmierer Gebäudeautomation/MSR-Technik,OILANDGAS,Bayern,Full-Time,"['Professional Development', 'Elektro', 'Werkzeuge Zur Programmierung', 'Netzwerktechnik', 'Automatisierungstechnik (Unterricht)', 'Command Controls']"
2234,Anlagenmechaniker für Wasser-Löschanlagen,OILANDGAS,Bayern,Full-Time,"['Dokumentation (Prozessindustrie)', 'Montage (Filmproduktion)', 'B (Programming Language)', 'Materialien', 'Professional Development', 'Klasse']"
2235,Projektleiter TGA,OILANDGAS,Bayern,Full-Time,"['Electrical Engineering', 'Engineering', 'Prototype (Manufacturing)', 'Mathematical Optimization', 'Verification', 'Computer Engineering']"
2236,GE Mark 6 (e) Engineer,OILANDGAS,"Singapore, Singapore",Contractor,"['Troubleshooting (Problem Solving)', 'Reports', 'Technical Support', 'Field Service Management', 'Oil And Gas', 'Oil Painting']"
2237,,Atlas Professionals,Malaysia,Full-Time,[]
2238,Water/Waste Water and Facilities Area Health and Safety Manager,OILANDGAS,"Dallas, Texas",Full-Time,"['Scheduling', 'Operations', 'Microsoft Power Point', 'Microsoft Outlook', 'Certified Safety Professional', 'Microsoft Excel']"
2239,Principal systems studies engineer,OILANDGAS,"Raleigh, North Carolina",Full-Time,"['Switchgear', 'Electrical Engineering', 'Relays', 'Transformers (Electrical)', 'Transmission', 'Professional Engineer']"
2240,Responsable d'exploitation éolien,OILANDGAS,London,Full-Time,"['Formation', 'Domaine (Microsoft)', 'Matériels', 'Apprentissage Expérientiel', 'Maintenance', 'Clé']"
2241,Project Manager (EICT),OILANDGAS,"Singapore, Singapore",Contractor,"['Project Management', 'Oil And Gas', 'Oil Painting', 'Time Constraint', 'Management', 'Floating Production Storage And Offloading']"
2242,Principal Planner,OILANDGAS,"Melbourne, Victoria",Full-Time,"['Sustainability', 'Green Building', 'Renewable Energy', 'Stakeholder Engagement', 'Strategic Thinking', 'Urban Planning']"
2243,Développeur(-euse) de projets EnR,OILANDGAS,"Nevers, Bourgogne",Full-Time,"['Formation', 'Gestion Des Dossiers', 'Marchandage', 'Prospection (Minerais)', 'Suivi (Commercial Airline Flight)', 'Apprentissage Expérientiel']"
2244,Working student (d/f/m) - Working culture & agile transformation,OILANDGAS,"Essen, Nordrhein-Westfalen",Full-Time,"['German Language', 'Tooling', 'Environmental Protocols', 'Project Management', 'Positive Attitude', 'Team Working']"
2245,Responsable d'exploitation éolien,OILANDGAS,"Reims, Champagne-Ardenne",Full-Time,"['Formation', 'Domaine (Microsoft)', 'Matériels', 'Apprentissage Expérientiel', 'Maintenance', 'Clé']"
2246,Facilities Integration and T&C Supervision – MEP Lead,OILANDGAS,"Abu Dhabi, United Arab Emirates Countrywide",Full-Time,"['Integration', 'Systems Integration', 'Reports', 'Interface']"
2247,Environmental Consultant,OILANDGAS,"Sydney, New South Wales",Full-Time,"['Stakeholder Management', 'Infrastructure', 'Engineering', 'Sustainability', 'Coaching And Mentoring', 'Stakeholder Engagement']"
2248,Electrical systems studies engineer,OILANDGAS,"Westwood, Massachusetts",Full-Time,"['Switchgear', 'Electrical Engineering', 'Relays', 'Transformers (Electrical)', 'Transmission', 'Professional Engineer']"
2249,Civil Engineer,OILANDGAS,Wellington,Full-Time,"['Hardworking And Dedicated', 'Attention To Detail', 'Wastewater', 'Stormwater', 'Computer Aided Design', 'Civil Engineering']"
2250,Accounts Receivable Associate (German preferred),OILANDGAS,"Cluj-Napoca, Cluj",Full-Time,"['German Language', 'Dispatching', 'Reports', 'Economics', 'Mathematics', 'English Language']"
2251,Highways Engineer Inspector,OILANDGAS,"Dublin, Ireland Countrywide",Full-Time,"['Civil Engineering', 'Geotechnical Engineering', 'Presentations']"
2252,Production Technician - Power Generation Plant,OILANDGAS,"French Camp, Mississippi",Full-Time,"['Assembling', 'Product Quality Assurance', 'Maintenance', 'Preventive Maintenance', 'Manufacturing', 'Installations (Manual/Mechanical)']"
2253,Energy Engineering Intern,OILANDGAS,"Chicago, Illinois",Full-Time,"['Microsoft Excel', 'Courtesy', 'Testing', 'Mechanical Engineering', 'Project Stakeholder', 'Draft (Boiler)']"
2254,Accounts Receivable Specialist (German preferred),OILANDGAS,"Cluj-Napoca, Cluj",Full-Time,"['German Language', 'Dispatching', 'Reports', 'Mathematics', 'Takeover', 'Digitization']"
2255,Engineer - Transmission Substation Design,OILANDGAS,"New Orleans, Louisiana",Full-Time,"['Construction Management', 'Constructability', 'Engineering Design Process', 'Primavera', 'Autocad', 'Commissioning']"
2256,MEP Superintendent,OILANDGAS,"New York, New York",Full-Time,"['Construction Management', 'Professional Engineer', 'Team Building', 'Construction', 'Scheduling', 'Physical Education (Pe)']"
2257,Documentation Specialist,Trainor,Kuala Lumpur,Contractor,"['Microsoft Excel', 'Office Suite', 'Microsoft Word', 'Document Management Systems', 'English Language', 'Field Research']"
2258,Lead Instrument Engineer,Airswift,Al Khobar,Full-Time,"['Engineering', 'Commissioning', 'Hazard And Operability Study', 'Hazard Identification', 'Oil And Gas', 'Instrumentation']"
2259,Rope Access Technicians,Houston,Contractor,,['Maintenance']
2260,Rope Access Technicians,Santa Barbara,Contractor,,['Maintenance']
2261,Approvisionneur F/H,OILANDGAS,Nouvelle-Aquitaine-France,Full-Time,"['Station Électrique', 'Formation', 'Comptabilité', 'Travail', 'Travaux', 'Enterprise Resource Planning']"
2262,Responsable bureau d'études F/H,OILANDGAS,Normandy-France,Full-Time,"['Swot', 'Projet (Chaudière)', 'Gestion', 'Station Électrique', 'Formation Supérieure Aux Métiers Du Son', 'Automation']"
2263,Monteur électricien F/H,OILANDGAS,Auvergne-Rhône-Alpes-France,Full-Time,"['Picture Frame', 'Client De Messagerie', 'Biochimiques Dosages', 'Sites', 'Formation', 'Mission']"
2264,Chargé(e) d'études Conception Tuyauterie Chaudronnerie F/H,OILANDGAS,Nouvelle-Aquitaine-France,Full-Time,"['Réalisation', 'Code De Construction Des Appareils À Pression Non Soumis À La Flamme', 'Autosuffisance', 'Fiches', 'Sûreté', 'Fabrication']"
2265,Monteur électricien F/H,OILANDGAS,Auvergne-Rhône-Alpes-France,Full-Time,"['Picture Frame', 'Client De Messagerie', 'Biochimiques Dosages', 'Sites', 'Formation', 'Mission']"
2266,Technicien Instrumentiste F/H,OILANDGAS,Auvergne-Rhône-Alpes-France,Full-Time,"['Formation', 'Liens', 'Brevet De Technicien Supérieur', 'Appareils Mobiles', 'Ménagère', 'Conceptual Design']"
2267,Chef d'équipe F/H,OILANDGAS,Auvergne-Rhône-Alpes-France,Full-Time,"['Picture Frame', 'Biochimiques Dosages', 'Sites', 'Électricité', 'Mission', 'Chantier Naval']"
2268,SR. Systems Engineer (Subsurface SOL),OILANDGAS,"Doha, Doha",Full-Time,"['Earth Sciences', 'Multidisciplinary Approach', 'Oil And Gas', 'Oil Painting', 'Petroleum Engineering', 'Oil And Gas']"
2269,Projektingenieur für die Versorgungstechnik,OILANDGAS,Nordrhein-Westfalen,Full-Time,['Klimatechnik']
2270,Inhouse SAP HCM Application Manager,OILANDGAS,Sachsen,Full-Time,"['Sap Erp', 'Geh� Lter', 'Betriebswirtschaftslehre', 'Work Order', 'Centroid']"
2271,Monteur Verluchting - HVAC,OILANDGAS,"Turnhout, Antwerp",Full-Time,"['Montage (Tv Producties)', 'Montage', 'Mechanica (Onderwijs Geven)', 'Mechanica']"
2272,Brandertechnieker M/V,OILANDGAS,Waregem - Anzegemseweg 28,Full-Time,"['Planning', 'Onderhoud (Schilderwerk)']"
2273,Teamleader Elektricien Automatische Regeling M/V,OILANDGAS,Brussels,Full-Time,"['Montage (Tv Producties)', 'Montage', 'Kwaliteit (Verantwoordelijk Voor)']"
2274,Responsable de projets frigoriste - INDUSTRIE F/H,OILANDGAS,Normandy-France,Full-Time,"['Réalisation', 'Chantier Naval', 'Travaux', 'Dossier (Cour)', 'Anglais', 'Garant']"
2275,TECHNICIEN D'AFFAIRES / TRAVAUX ECLAIRAGE URBAIN,OILANDGAS,Rue Maryse Bastié,Full-Time,"['Formation', 'Station Électrique', 'Autosuffisance', 'Travail', 'Qualité (Business)', 'Personne Qualifiée']"
2276,Technicien de maintenance Frigoriste F/H,OILANDGAS,rue de l'aeronautique bouguenais,Full-Time,"['Génie Climatique', 'Ventilation', 'Cvc', 'Travaux', 'Domaine (Microsoft)', 'Chauffage Et Refroidissement']"
2277,Technicien de maintenance électromécanique F/H,OILANDGAS,"Grenoble, Rhône-Alpes",Full-Time,"['Client De Messagerie', 'Package (Uml)', 'Swot', 'Solutions Linux', 'Electro Mécanique', 'Autosuffisance']"
2278,Elektricien M/V,OILANDGAS,Brussels,Full-Time,"['Elektrische Installaties (Onderhoud)', 'Elektrische Installaties (Exploitatie En Onderhoud)', 'Multimedia (Onderwijs Geven)', 'Montage (Tv Producties)', 'Montage', 'Leiding (Multimediaontwikkelingsprogramma)']"
2279,Responsable d'affaires confirmé - INDUSTRIE F/H,OILANDGAS,Normandy-France,Full-Time,"['Formation', 'Management', 'Swot', 'Chantier Naval', 'Projet (Chaudière)', 'Travaux De Bureau']"
2280,Ingénieur(e) d'Affaires IT F/H,OILANDGAS,"Saint-Herblain, Pays de la Loire",Full-Time,"['Mission', 'Gestion', 'Ménagère', 'Gestion Financière', 'Entreprise', 'Projet (Chaudière)']"
2281,Responsable projets instrumentation - INDUSTRIE F/H,OILANDGAS,Normandy-France,Full-Time,"['Travaux', 'Chantier Naval', 'Supervision', 'Gestion De La Relation Client', 'Instrumentation', 'Géométrie Différentielle']"
